id,template,slipsense,mappedscale,faultage,sliprate,sentence
117,known_age,normal,"1:250,000","<750,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:250,000 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of >5 mm/yr."
118,undetermined_age,normal,"1:250,000",undetermined,,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:250,000 scale. Geologic studies have not determined the age or slip rate of the fault."
119,known_age,normal,"1:250,000",<150,<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:250,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of <0.2 mm/yr."
120,known_age,normal,"1:250,000",<150,0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:250,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 0.2 - 1 mm/yr."
121,known_age,normal,"1:250,000",<150,1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:250,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 1 - 5 mm/yr."
122,known_age,normal,"1:250,000",<150,unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:250,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of unspecified."
123,known_age,normal,"1:250,000",<150,Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:250,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of Undetermined."
124,known_age,normal,"1:250,000",<150,>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:250,000 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of >5 mm/yr."
125,known_age,normal,"1:62,500","<15,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of <0.2 mm/yr."
126,known_age,normal,"1:62,500","<15,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of 0.2 - 1 mm/yr."
127,known_age,normal,"1:62,500","<15,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of 1 - 5 mm/yr."
128,known_age,normal,"1:62,500","<15,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of unspecified."
129,known_age,normal,"1:62,500","<15,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of Undetermined."
130,known_age,normal,"1:62,500","<15,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of >5 mm/yr."
131,known_age,normal,"1:62,500","<2,600,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of <0.2 mm/yr."
132,known_age,normal,"1:62,500","<2,600,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of 0.2 - 1 mm/yr."
133,known_age,normal,"1:62,500","<2,600,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of 1 - 5 mm/yr."
134,known_age,normal,"1:62,500","<2,600,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of unspecified."
135,known_age,normal,"1:62,500","<2,600,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of Undetermined."
136,known_age,normal,"1:62,500","<2,600,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <2,600,000 years and has a slip rate of >5 mm/yr."
137,known_age,normal,"1:62,500","<130,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of <0.2 mm/yr."
138,known_age,normal,"1:62,500","<130,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of 0.2 - 1 mm/yr."
139,known_age,normal,"1:62,500","<130,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of 1 - 5 mm/yr."
140,known_age,normal,"1:62,500","<130,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of unspecified."
141,known_age,normal,"1:62,500","<130,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of Undetermined."
142,known_age,normal,"1:62,500","<130,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <130,000 years and has a slip rate of >5 mm/yr."
143,known_age,normal,"1:62,500","<750,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of <0.2 mm/yr."
144,known_age,normal,"1:62,500","<750,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of 0.2 - 1 mm/yr."
145,known_age,normal,"1:62,500","<750,000",1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of 1 - 5 mm/yr."
146,known_age,normal,"1:62,500","<750,000",unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of unspecified."
147,known_age,normal,"1:62,500","<750,000",Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of Undetermined."
148,known_age,normal,"1:62,500","<750,000",>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <750,000 years and has a slip rate of >5 mm/yr."
149,undetermined_age,normal,"1:62,500",undetermined,,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have not determined the age or slip rate of the fault."
150,known_age,normal,"1:62,500",<150,<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of <0.2 mm/yr."
151,known_age,normal,"1:62,500",<150,0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 0.2 - 1 mm/yr."
152,known_age,normal,"1:62,500",<150,1 - 5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of 1 - 5 mm/yr."
153,known_age,normal,"1:62,500",<150,unspecified,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of unspecified."
154,known_age,normal,"1:62,500",<150,Undetermined,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of Undetermined."
155,known_age,normal,"1:62,500",<150,>5 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:62,500 scale. Geologic studies have determined that the fault has had movement in the last <150 years and has a slip rate of >5 mm/yr."
156,known_age,normal,"1:125,000","<15,000",<0.2 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:125,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of <0.2 mm/yr."
157,known_age,normal,"1:125,000","<15,000",0.2 - 1 mm/yr,"{faultZone} {faultName} {sectionName} {strandName} is a normal fault that was mapped at 1:125,000 scale. Geologic studies have determined that the fault has had movement in the last <15,000 years and has a slip rate of 0.2 - 1 mm/yr."
